Test Case,Algorithm,Execution Time,std
r 10000 1.4413,R,1,1.4413
r 10000 1.4414,H,1,1.4414
r 10000 1.4414,M,0,1.4414
r 10000 1.4414,Q,0,1.4414
r 10000 1.4414,R,0,1.4414
r 10000 1.4415,H,0,1.4415
r 10000 1.4415,M,0,1.4415
r 10000 1.4415,Q,0,1.4415
r 10000 1.4415,R,1,1.4415
r 10000 1.4416,H,1,1.4416
r 10000 1.4416,M,0,1.4416
r 10000 1.4416,Q,0,1.4416
r 10000 1.4416,R,0,1.4416
r 10000 1.4417,H,1,1.4417
r 10000 1.4417,M,0,1.4417
r 10000 1.4417,Q,0,1.4417
r 10000 1.4417,R,0,1.4417
r 10000 1.4418,H,0,1.4418
r 10000 1.4418,M,1,1.4418
r 10000 1.4418,Q,0,1.4418
r 10000 1.4418,R,0,1.4418
r 10000 1.4419,H,1,1.4419
r 10000 1.4419,M,0,1.4419
r 10000 1.4419,Q,0,1.4419
r 10000 1.4419,R,1,1.4419
r 10000 1.4420,H,1,1.4420
r 10000 1.4420,M,0,1.4420
r 10000 1.4420,Q,0,1.4420
r 10000 1.4420,R,0,1.4420
r 10000 1.4421,H,0,1.4421
r 10000 1.4421,M,0,1.4421
r 10000 1.4421,Q,1,1.4421
r 10000 1.4421,R,0,1.4421
r 10000 1.4422,H,1,1.4422
r 10000 1.4422,M,0,1.4422
r 10000 1.4422,Q,0,1.4422
r 10000 1.4422,R,0,1.4422
r 10000 1.4423,H,0,1.4423
r 10000 1.4423,M,1,1.4423
r 10000 1.4423,Q,0,1.4423
r 10000 1.4423,R,0,1.4423
r 10000 1.4424,H,1,1.4424
r 10000 1.4424,M,0,1.4424
r 10000 1.4424,Q,0,1.4424
r 10000 1.4424,R,0,1.4424
r 10000 1.4425,H,0,1.4425
r 10000 1.4425,M,1,1.4425
r 10000 1.4425,Q,0,1.4425
r 10000 1.4425,R,0,1.4425
r 10000 1.4426,H,1,1.4426
r 10000 1.4426,M,0,1.4426
r 10000 1.4426,Q,0,1.4426
r 10000 1.4426,R,0,1.4426
r 10000 1.4427,H,0,1.4427
r 10000 1.4427,M,1,1.4427
r 10000 1.4427,Q,0,1.4427
r 10000 1.4427,R,0,1.4427
r 10000 1.4428,H,1,1.4428
r 10000 1.4428,M,0,1.4428
r 10000 1.4428,Q,0,1.4428
r 10000 1.4428,R,0,1.4428
r 10000 1.4429,H,0,1.4429
r 10000 1.4429,M,1,1.4429
r 10000 1.4429,Q,0,1.4429
r 10000 1.4429,R,0,1.4429
r 10000 1.4430,H,1,1.4430
r 10000 1.4430,M,0,1.4430
r 10000 1.4430,Q,0,1.4430
r 10000 1.4430,R,0,1.4430
r 10000 1.4431,H,1,1.4431
r 10000 1.4431,M,0,1.4431
r 10000 1.4431,Q,0,1.4431
r 10000 1.4431,R,0,1.4431
r 10000 1.4432,H,0,1.4432
r 10000 1.4432,M,0,1.4432
r 10000 1.4432,Q,1,1.4432
r 10000 1.4432,R,0,1.4432
r 10000 1.4433,H,1,1.4433
r 10000 1.4433,M,0,1.4433
r 10000 1.4433,Q,0,1.4433
r 10000 1.4433,R,0,1.4433
r 10000 1.4434,H,0,1.4434
r 10000 1.4434,M,0,1.4434
r 10000 1.4434,Q,1,1.4434
r 10000 1.4434,R,0,1.4434
r 10000 1.4435,H,1,1.4435
r 10000 1.4435,M,0,1.4435
r 10000 1.4435,Q,0,1.4435
r 10000 1.4435,R,0,1.4435
r 10000 1.4436,H,0,1.4436
r 10000 1.4436,M,0,1.4436
r 10000 1.4436,Q,1,1.4436
r 10000 1.4436,R,0,1.4436
r 10000 1.4437,H,1,1.4437
r 10000 1.4437,M,0,1.4437
r 10000 1.4437,Q,0,1.4437
r 10000 1.4437,R,0,1.4437
r 10000 1.4438,H,0,1.4438
r 10000 1.4438,M,0,1.4438
r 10000 1.4438,Q,1,1.4438
r 10000 1.4438,R,0,1.4438
r 10000 1.4439,H,1,1.4439
r 10000 1.4439,M,0,1.4439
r 10000 1.4439,Q,0,1.4439
r 10000 1.4439,R,0,1.4439
r 10000 1.4440,H,0,1.4440
r 10000 1.4440,M,1,1.4440
r 10000 1.4440,Q,0,1.4440
r 10000 1.4440,R,0,1.4440
r 10000 1.4441,H,1,1.4441
r 10000 1.4441,M,0,1.4441
r 10000 1.4441,Q,0,1.4441
r 10000 1.4441,R,0,1.4441
r 10000 1.4442,H,0,1.4442
r 10000 1.4442,M,1,1.4442
r 10000 1.4442,Q,0,1.4442
r 10000 1.4442,R,0,1.4442
r 10000 1.4443,H,1,1.4443
r 10000 1.4443,M,0,1.4443
r 10000 1.4443,Q,0,1.4443
r 10000 1.4443,R,0,1.4443
r 10000 1.4444,H,0,1.4444
r 10000 1.4444,M,1,1.4444
r 10000 1.4444,Q,0,1.4444
r 10000 1.4444,R,0,1.4444
r 10000 1.4445,H,1,1.4445
r 10000 1.4445,M,0,1.4445
r 10000 1.4445,Q,0,1.4445
r 10000 1.4445,R,0,1.4445
r 10000 1.4446,H,0,1.4446
r 10000 1.4446,M,1,1.4446
r 10000 1.4446,Q,0,1.4446
r 10000 1.4446,R,0,1.4446
r 10000 1.4447,H,1,1.4447
r 10000 1.4447,M,0,1.4447
r 10000 1.4447,Q,0,1.4447
r 10000 1.4447,R,0,1.4447
r 10000 1.4448,H,0,1.4448
r 10000 1.4448,M,1,1.4448
r 10000 1.4448,Q,0,1.4448
r 10000 1.4448,R,0,1.4448
r 10000 1.4449,H,1,1.4449
r 10000 1.4449,M,0,1.4449
r 10000 1.4449,Q,0,1.4449
r 10000 1.4449,R,0,1.4449
r 10000 1.4450,H,0,1.4450
r 10000 1.4450,M,1,1.4450
r 10000 1.4450,Q,0,1.4450
r 10000 1.4450,R,0,1.4450
r 10000 1.4451,H,1,1.4451
r 10000 1.4451,M,0,1.4451
r 10000 1.4451,Q,0,1.4451
r 10000 1.4451,R,0,1.4451
r 10000 1.4452,H,0,1.4452
r 10000 1.4452,M,1,1.4452
r 10000 1.4452,Q,0,1.4452
r 10000 1.4452,R,0,1.4452
r 10000 1.4453,H,1,1.4453
r 10000 1.4453,M,0,1.4453
r 10000 1.4453,Q,0,1.4453
r 10000 1.4453,R,0,1.4453
r 10000 1.4454,H,0,1.4454
r 10000 1.4454,M,1,1.4454
r 10000 1.4454,Q,0,1.4454
r 10000 1.4454,R,0,1.4454
r 10000 1.4455,H,1,1.4455
r 10000 1.4455,M,0,1.4455
r 10000 1.4455,Q,0,1.4455
r 10000 1.4455,R,0,1.4455
r 10000 1.4456,H,0,1.4456
r 10000 1.4456,M,1,1.4456
r 10000 1.4456,Q,0,1.4456
r 10000 1.4456,R,0,1.4456
r 10000 1.4457,H,1,1.4457
r 10000 1.4457,M,0,1.4457
r 10000 1.4457,Q,0,1.4457
r 10000 1.4457,R,1,1.4457
r 10000 1.4458,H,1,1.4458
r 10000 1.4458,M,0,1.4458
r 10000 1.4458,Q,0,1.4458
r 10000 1.4458,R,0,1.4458
r 10000 1.4459,H,0,1.4459
r 10000 1.4459,M,0,1.4459
r 10000 1.4459,Q,0,1.4459
r 10000 1.4459,R,1,1.4459
r 10000 1.4460,H,1,1.4460
r 10000 1.4460,M,0,1.4460
r 10000 1.4460,Q,0,1.4460
r 10000 1.4460,R,0,1.4460
r 10000 1.4461,H,0,1.4461
r 10000 1.4461,M,0,1.4461
r 10000 1.4461,Q,0,1.4461
r 10000 1.4461,R,1,1.4461
r 10000 1.4462,H,1,1.4462
r 10000 1.4462,M,0,1.4462
r 10000 1.4462,Q,0,1.4462
r 10000 1.4462,R,0,1.4462
r 10000 1.4463,H,0,1.4463
r 10000 1.4463,M,0,1.4463
r 10000 1.4463,Q,1,1.4463
r 10000 1.4463,R,0,1.4463
r 10000 1.4464,H,1,1.4464
r 10000 1.4464,M,0,1.4464
r 10000 1.4464,Q,0,1.4464
r 10000 1.4464,R,0,1.4464
r 10000 1.4465,H,0,1.4465
r 10000 1.4465,M,0,1.4465
r 10000 1.4465,Q,1,1.4465
r 10000 1.4465,R,0,1.4465
r 10000 1.4466,H,1,1.4466
r 10000 1.4466,M,0,1.4466
r 10000 1.4466,Q,0,1.4466
r 10000 1.4466,R,0,1.4466
r 10000 1.4467,H,0,1.4467
r 10000 1.4467,M,1,1.4467
r 10000 1.4467,Q,0,1.4467
r 10000 1.4467,R,0,1.4467
r 10000 1.4468,H,1,1.4468
r 10000 1.4468,M,0,1.4468
r 10000 1.4468,Q,0,1.4468
r 10000 1.4468,R,0,1.4468
r 10000 1.4469,H,0,1.4469
r 10000 1.4469,M,1,1.4469
r 10000 1.4469,Q,0,1.4469
r 10000 1.4469,R,0,1.4469
r 10000 1.4470,H,1,1.4470
r 10000 1.4470,M,0,1.4470
r 10000 1.4470,Q,0,1.4470
r 10000 1.4470,R,0,1.4470
r 10000 1.4471,H,0,1.4471
r 10000 1.4471,M,1,1.4471
r 10000 1.4471,Q,0,1.4471
r 10000 1.4471,R,0,1.4471
r 10000 1.4472,H,1,1.4472
r 10000 1.4472,M,0,1.4472
r 10000 1.4472,Q,0,1.4472
r 10000 1.4472,R,0,1.4472
r 10000 1.4473,H,0,1.4473
r 10000 1.4473,M,1,1.4473
r 10000 1.4473,Q,0,1.4473
r 10000 1.4473,R,0,1.4473
r 10000 1.4474,H,1,1.4474
r 10000 1.4474,M,0,1.4474
r 10000 1.4474,Q,0,1.4474
r 10000 1.4474,R,0,1.4474
r 10000 1.4475,H,0,1.4475
r 10000 1.4475,M,1,1.4475
r 10000 1.4475,Q,0,1.4475
r 10000 1.4475,R,0,1.4475
r 10000 1.4476,H,1,1.4476
r 10000 1.4476,M,0,1.4476
r 10000 1.4476,Q,0,1.4476
r 10000 1.4476,R,0,1.4476
r 10000 1.4477,H,0,1.4477
r 10000 1.4477,M,1,1.4477
r 10000 1.4477,Q,0,1.4477
r 10000 1.4477,R,0,1.4477
r 10000 1.4478,H,1,1.4478
r 10000 1.4478,M,0,1.4478
r 10000 1.4478,Q,0,1.4478
r 10000 1.4478,R,0,1.4478
r 10000 1.4479,H,0,1.4479
r 10000 1.4479,M,1,1.4479
r 10000 1.4479,Q,0,1.4479
r 10000 1.4479,R,0,1.4479
r 10000 1.4480,H,1,1.4480
r 10000 1.4480,M,0,1.4480
r 10000 1.4480,Q,0,1.4480
r 10000 1.4480,R,0,1.4480
r 10000 1.4481,H,0,1.4481
r 10000 1.4481,M,1,1.4481
r 10000 1.4481,Q,0,1.4481
r 10000 1.4481,R,0,1.4481
r 10000 1.4482,H,1,1.4482
r 10000 1.4482,M,0,1.4482
r 10000 1.4482,Q,0,1.4482
r 10000 1.4482,R,1,1.4482
r 10000 1.4483,H,1,1.4483
r 10000 1.4483,M,0,1.4483
r 10000 1.4483,Q,0,1.4483
r 10000 1.4483,R,0,1.4483
r 10000 1.4484,H,0,1.4484
r 10000 1.4484,M,0,1.4484
r 10000 1.4484,Q,1,1.4484
r 10000 1.4484,R,0,1.4484
r 10000 1.4485,H,1,1.4485
r 10000 1.4485,M,0,1.4485
r 10000 1.4485,Q,0,1.4485
r 10000 1.4485,R,0,1.4485
r 10000 1.4486,H,0,1.4486
r 10000 1.4486,M,0,1.4486
r 10000 1.4486,Q,1,1.4486
r 10000 1.4486,R,0,1.4486
r 10000 1.4487,H,1,1.4487
r 10000 1.4487,M,0,1.4487
r 10000 1.4487,Q,0,1.4487
r 10000 1.4487,R,0,1.4487
r 10000 1.4488,H,0,1.4488
r 10000 1.4488,M,0,1.4488
r 10000 1.4488,Q,1,1.4488
r 10000 1.4488,R,0,1.4488
r 10000 1.4489,H,1,1.4489
r 10000 1.4489,M,0,1.4489
r 10000 1.4489,Q,0,1.4489
r 10000 1.4489,R,0,1.4489
r 10000 1.4490,H,0,1.4490
r 10000 1.4490,M,0,1.4490
r 10000 1.4490,Q,1,1.4490
r 10000 1.4490,R,0,1.4490
r 10000 1.4491,H,1,1.4491
r 10000 1.4491,M,0,1.4491
r 10000 1.4491,Q,0,1.4491
r 10000 1.4491,R,0,1.4491
r 10000 1.4492,H,0,1.4492
r 10000 1.4492,M,0,1.4492
r 10000 1.4492,Q,1,1.4492
r 10000 1.4492,R,0,1.4492
r 10000 1.4493,H,1,1.4493
r 10000 1.4493,M,0,1.4493
r 10000 1.4493,Q,0,1.4493
r 10000 1.4493,R,0,1.4493
r 10000 1.4494,H,0,1.4494
r 10000 1.4494,M,0,1.4494
r 10000 1.4494,Q,1,1.4494
r 10000 1.4494,R,0,1.4494
r 10000 1.4495,H,1,1.4495
r 10000 1.4495,M,0,1.4495
r 10000 1.4495,Q,0,1.4495
r 10000 1.4495,R,0,1.4495
r 10000 1.4496,H,0,1.4496
r 10000 1.4496,M,0,1.4496
r 10000 1.4496,Q,1,1.4496
r 10000 1.4496,R,0,1.4496
r 10000 1.4497,H,1,1.4497
r 10000 1.4497,M,0,1.4497
r 10000 1.4497,Q,0,1.4497
r 10000 1.4497,R,0,1.4497
r 10000 1.4498,H,0,1.4498
r 10000 1.4498,M,0,1.4498
r 10000 1.4498,Q,0,1.4498
r 10000 1.4498,R,0,1.4498
r 10000 1.4499,H,1,1.4499
r 10000 1.4499,M,0,1.4499
r 10000 1.4499,Q,0,1.4499
r 10000 1.4499,R,0,1.4499
r 10000 1.4500,H,0,1.4500
r 10000 1.4500,M,0,1.4500
r 10000 1.4500,Q,0,1.4500
r 10000 1.4500,R,1,1.4500
r 10000 1.4501,H,1,1.4501
r 10000 1.4501,M,0,1.4501
r 10000 1.4501,Q,0,1.4501
r 10000 1.4501,R,0,1.4501
r 10000 1.4502,H,0,1.4502
r 10000 1.4502,M,0,1.4502
r 10000 1.4502,Q,0,1.4502
r 10000 1.4502,R,0,1.4502
r 10000 1.4503,H,0,1.4503
r 10000 1.4503,M,1,1.4503
r 10000 1.4503,Q,0,1.4503
r 10000 1.4503,R,0,1.4503
r 10000 1.4504,H,1,1.4504
r 10000 1.4504,M,0,1.4504
r 10000 1.4504,Q,0,1.4504
r 10000 1.4504,R,0,1.4504
r 10000 1.4505,H,0,1.4505
r 10000 1.4505,M,1,1.4505
r 10000 1.4505,Q,0,1.4505
r 10000 1.4505,R,0,1.4505
r 10000 1.4506,H,1,1.4506
r 10000 1.4506,M,0,1.4506
r 10000 1.4506,Q,0,1.4506
r 10000 1.4506,R,0,1.4506
r 10000 1.4507,H,0,1.4507
r 10000 1.4507,M,1,1.4507
r 10000 1.4507,Q,0,1.4507
r 10000 1.4507,R,0,1.4507
r 10000 1.4508,H,1,1.4508
r 10000 1.4508,M,0,1.4508
r 10000 1.4508,Q,0,1.4508
r 10000 1.4508,R,0,1.4508
r 10000 1.4509,H,0,1.4509
r 10000 1.4509,M,1,1.4509
r 10000 1.4509,Q,0,1.4509
r 10000 1.4509,R,0,1.4509
r 10000 1.4510,H,1,1.4510
r 10000 1.4510,M,0,1.4510
r 10000 1.4510,Q,0,1.4510
r 10000 1.4510,R,0,1.4510
r 10000 1.4511,H,1,1.4511
r 10000 1.4511,M,0,1.4511
r 10000 1.4511,Q,0,1.4511
r 10000 1.4511,R,0,1.4511
r 10000 1.4512,H,0,1.4512
r 10000 1.4512,M,0,1.4512
r 10000 1.4512,Q,0,1.4512
r 10000 1.4512,R,1,1.4512
r 10000 1.4513,H,1,1.4513
r 10000 1.4513,M,0,1.4513
r 10000 1.4513,Q,0,1.4513
r 10000 1.4513,R,0,1.4513
r 10000 1.4514,H,0,1.4514
r 10000 1.4514,M,0,1.4514
r 10000 1.4514,Q,1,1.4514
r 10000 1.4514,R,0,1.4514
r 10000 1.4515,H,1,1.4515
r 10000 1.4515,M,0,1.4515
r 10000 1.4515,Q,0,1.4515
r 10000 1.4515,R,0,1.4515
r 10000 1.4516,H,0,1.4516
r 10000 1.4516,M,0,1.4516
r 10000 1.4516,Q,1,1.4516
r 10000 1.4516,R,0,1.4516
r 10000 1.4517,H,1,1.4517
r 10000 1.4517,M,0,1.4517
r 10000 1.4517,Q,0,1.4517
r 10000 1.4517,R,0,1.4517
r 10000 1.4518,H,0,1.4518
r 10000 1.4518,M,1,1.4518
r 10000 1.4518,Q,0,1.4518
r 10000 1.4518,R,0,1.4518
r 10000 1.4519,H,1,1.4519
r 10000 1.4519,M,0,1.4519
r 10000 1.4519,Q,0,1.4519
r 10000 1.4519,R,0,1.4519
r 10000 1.4520,H,0,1.4520
r 10000 1.4520,M,1,1.4520
r 10000 1.4520,Q,0,1.4520
r 10000 1.4520,R,0,1.4520
r 10000 1.4521,H,1,1.4521
r 10000 1.4521,M,0,1.4521
r 10000 1.4521,Q,0,1.4521
r 10000 1.4521,R,0,1.4521
r 10000 1.4522,H,0,1.4522
r 10000 1.4522,M,0,1.4522
r 10000 1.4522,Q,1,1.4522
r 10000 1.4522,R,0,1.4522
r 10000 1.4523,H,1,1.4523
r 10000 1.4523,M,0,1.4523
r 10000 1.4523,Q,0,1.4523
r 10000 1.4523,R,0,1.4523
r 10000 1.4524,H,0,1.4524
r 10000 1.4524,M,0,1.4524
r 10000 1.4524,Q,1,1.4524
r 10000 1.4524,R,0,1.4524
r 10000 1.4525,H,1,1.4525
r 10000 1.4525,M,0,1.4525
r 10000 1.4525,Q,0,1.4525
r 10000 1.4525,R,0,1.4525
r 10000 1.4526,H,0,1.4526
r 10000 1.4526,M,0,1.4526
r 10000 1.4526,Q,0,1.4526
r 10000 1.4526,R,1,1.4526
r 10000 1.4527,H,1,1.4527
r 10000 1.4527,M,0,1.4527
r 10000 1.4527,Q,0,1.4527
r 10000 1.4527,R,0,1.4527
r 10000 1.4528,H,1,1.4528
r 10000 1.4528,M,0,1.4528
r 10000 1.4528,Q,0,1.4528
r 10000 1.4528,R,0,1.4528
r 10000 1.4529,H,1,1.4529
r 10000 1.4529,M,0,1.4529
r 10000 1.4529,Q,0,1.4529
r 10000 1.4529,R,0,1.4529
r 10000 1.4530,H,1,1.4530
r 10000 1.4530,M,0,1.4530
r 10000 1.4530,Q,0,1.4530
r 10000 1.4530,R,0,1.4530
r 10000 1.4531,H,0,1.4531
r 10000 1.4531,M,1,1.4531
r 10000 1.4531,Q,0,1.4531
r 10000 1.4531,R,0,1.4531
r 10000 1.4532,H,1,1.4532
r 10000 1.4532,M,0,1.4532
r 10000 1.4532,Q,0,1.4532
r 10000 1.4532,R,0,1.4532
r 10000 1.4533,H,0,1.4533
r 10000 1.4533,M,1,1.4533
r 10000 1.4533,Q,0,1.4533
r 10000 1.4533,R,0,1.4533
r 10000 1.4534,H,1,1.4534
r 10000 1.4534,M,0,1.4534
r 10000 1.4534,Q,0,1.4534
r 10000 1.4534,R,0,1.4534
r 10000 1.4535,H,0,1.4535
r 10000 1.4535,M,1,1.4535
r 10000 1.4535,Q,0,1.4535
r 10000 1.4535,R,0,1.4535
r 10000 1.4536,H,1,1.4536
r 10000 1.4536,M,0,1.4536
r 10000 1.4536,Q,0,1.4536
r 10000 1.4536,R,0,1.4536
r 10000 1.4537,H,0,1.4537
r 10000 1.4537,M,1,1.4537
r 10000 1.4537,Q,0,1.4537
r 10000 1.4537,R,0,1.4537
r 10000 1.4538,H,1,1.4538
r 10000 1.4538,M,0,1.4538
r 10000 1.4538,Q,0,1.4538
r 10000 1.4538,R,0,1.4538
r 10000 1.4539,H,0,1.4539
r 10000 1.4539,M,1,1.4539
r 10000 1.4539,Q,0,1.4539
r 10000 1.4539,R,0,1.4539
r 10000 1.4540,H,1,1.4540
r 10000 1.4540,M,0,1.4540
r 10000 1.4540,Q,0,1.4540
r 10000 1.4540,R,0,1.4540
r 10000 1.4541,H,0,1.4541
r 10000 1.4541,M,1,1.4541
r 10000 1.4541,Q,0,1.4541
r 10000 1.4541,R,0,1.4541
r 10000 1.4542,H,1,1.4542
r 10000 1.4542,M,0,1.4542
r 10000 1.4542,Q,0,1.4542
r 10000 1.4542,R,0,1.4542
r 10000 1.4543,H,0,1.4543
r 10000 1.4543,M,1,1.4543
r 10000 1.4543,Q,0,1.4543
r 10000 1.4543,R,0,1.4543
r 10000 1.4544,H,1,1.4544
r 10000 1.4544,M,0,1.4544
r 10000 1.4544,Q,0,1.4544
r 10000 1.4544,R,0,1.4544
r 10000 1.4545,H,0,1.4545
r 10000 1.4545,M,1,1.4545
r 10000 1.4545,Q,0,1.4545
r 10000 1.4545,R,0,1.4545
r 10000 1.4546,H,1,1.4546
r 10000 1.4546,M,0,1.4546
r 10000 1.4546,Q,0,1.4546
r 10000 1.4546,R,0,1.4546
r 10000 1.4547,H,0,1.4547
r 10000 1.4547,M,1,1.4547
r 10000 1.4547,Q,0,1.4547
r 10000 1.4547,R,0,1.4547
r 10000 1.4548,H,1,1.4548
r 10000 1.4548,M,0,1.4548
r 10000 1.4548,Q,0,1.4548
r 10000 1.4548,R,0,1.4548
r 10000 1.4549,H,0,1.4549
r 10000 1.4549,M,1,1.4549
r 10000 1.4549,Q,0,1.4549
r 10000 1.4549,R,0,1.4549
r 10000 1.4550,H,1,1.4550
r 10000 1.4550,M,0,1.4550
r 10000 1.4550,Q,0,1.4550
r 10000 1.4550,R,0,1.4550
r 10000 1.4551,H,0,1.4551
r 10000 1.4551,M,1,1.4551
r 10000 1.4551,Q,0,1.4551
r 10000 1.4551,R,0,1.4551
r 10000 1.4552,H,1,1.4552
r 10000 1.4552,M,0,1.4552
r 10000 1.4552,Q,0,1.4552
r 10000 1.4552,R,0,1.4552
r 10000 1.4553,H,0,1.4553
r 10000 1.4553,M,1,1.4553
r 10000 1.4553,Q,0,1.4553
r 10000 1.4553,R,0,1.4553
r 10000 1.4554,H,1,1.4554
r 10000 1.4554,M,0,1.4554
r 10000 1.4554,Q,0,1.4554
r 10000 1.4554,R,0,1.4554
r 10000 1.4555,H,0,1.4555
r 10000 1.4555,M,1,1.4555
r 10000 1.4555,Q,0,1.4555
r 10000 1.4555,R,0,1.4555
r 10000 1.4556,H,1,1.4556
r 10000 1.4556,M,0,1.4556
r 10000 1.4556,Q,0,1.4556
r 10000 1.4556,R,0,1.4556
r 10000 1.4557,H,0,1.4557
r 10000 1.4557,M,1,1.4557
r 10000 1.4557,Q,0,1.4557
r 10000 1.4557,R,0,1.4557
r 10000 1.4558,H,1,1.4558
r 10000 1.4558,M,0,1.4558
r 10000 1.4558,Q,0,1.4558
r 10000 1.4558,R,0,1.4558
r 10000 1.4559,H,0,1.4559
r 10000 1.4559,M,1,1.4559
r 10000 1.4559,Q,0,1.4559
r 10000 1.4559,R,0,1.4559
r 10000 1.4560,H,1,1.4560
r 10000 1.4560,M,0,1.4560
r 10000 1.4560,Q,0,1.4560
r 10000 1.4560,R,0,1.4560
r 10000 1.4561,H,0,1.4561
r 10000 1.4561,M,1,1.4561
r 10000 1.4561,Q,0,1.4561
r 10000 1.4561,R,0,1.4561
r 10000 1.4562,H,1,1.4562
r 10000 1.4562,M,0,1.4562
r 10000 1.4562,Q,0,1.4562
r 10000 1.4562,R,0,1.4562
r 10000 1.4563,H,1,1.4563
r 10000 1.4563,M,0,1.4563
r 10000 1.4563,Q,0,1.4563
r 10000 1.4563,R,0,1.4563
r 10000 1.4564,H,0,1.4564
r 10000 1.4564,M,0,1.4564
r 10000 1.4564,Q,0,1.4564
r 10000 1.4564,R,0,1.4564
r 10000 1.4565,H,0,1.4565
r 10000 1.4565,M,1,1.4565
r 10000 1.4565,Q,0,1.4565
r 10000 1.4565,R,0,1.4565
r 10000 1.4566,H,1,1.4566
r 10000 1.4566,M,0,1.4566
r 10000 1.4566,Q,0,1.4566
r 10000 1.4566,R,0,1.4566
r 10000 1.4567,H,0,1.4567
r 10000 1.4567,M,1,1.4567
r 10000 1.4567,Q,0,1.4567
r 10000 1.4567,R,0,1.4567
r 10000 1.4568,H,1,1.4568
r 10000 1.4568,M,0,1.4568
r 10000 1.4568,Q,0,1.4568
r 10000 1.4568,R,0,1.4568
r 10000 1.4569,H,0,1.4569
r 10000 1.4569,M,0,1.4569
r 10000 1.4569,Q,0,1.4569
r 10000 1.4569,R,0,1.4569
r 10000 1.4570,H,1,1.4570
r 10000 1.4570,M,1,1.4570
r 10000 1.4570,Q,0,1.4570
r 10000 1.4570,R,0,1.4570
r 10000 1.4571,H,1,1.4571
r 10000 1.4571,M,0,1.4571
r 10000 1.4571,Q,0,1.4571
r 10000 1.4571,R,0,1.4571
r 10000 1.4572,H,0,1.4572
r 10000 1.4572,M,1,1.4572
r 10000 1.4572,Q,0,1.4572
r 10000 1.4572,R,0,1.4572
r 10000 1.4573,H,1,1.4573
r 10000 1.4573,M,0,1.4573
r 10000 1.4573,Q,0,1.4573
r 10000 1.4573,R,0,1.4573
r 10000 1.4574,H,0,1.4574
r 10000 1.4574,M,1,1.4574
r 10000 1.4574,Q,0,1.4574
r 10000 1.4574,R,0,1.4574
r 10000 1.4575,H,1,1.4575
r 10000 1.4575,M,0,1.4575
r 10000 1.4575,Q,0,1.4575
r 10000 1.4575,R,0,1.4575
r 10000 1.4576,H,0,1.4576
r 10000 1.4576,M,1,1.4576
r 10000 1.4576,Q,0,1.4576
r 10000 1.4576,R,0,1.4576
r 10000 1.4577,H,1,1.4577
r 10000 1.4577,M,0,1.4577
r 10000 1.4577,Q,0,1.4577
r 10000 1.4577,R,0,1.4577
r 10000 1.4578,H,0,1.4578
r 10000 1.4578,M,1,1.4578
r 10000 1.4578,Q,0,1.4578
r 10000 1.4578,R,0,1.4578
r 10000 1.4579,H,1,1.4579
r 10000 1.4579,M,0,1.4579
r 10000 1.4579,Q,0,1.4579
r 10000 1.4579,R,0,1.4579
r 10000 1.4580,H,0,1.4580
r 10000 1.4580,M,1,1.4580
r 10000 1.4580,Q,0,1.4580
r 10000 1.4580,R,0,1.4580
r 10000 1.4581,H,1,1.4581
r 10000 1.4581,M,0,1.4581
r 10000 1.4581,Q,0,1.4581
r 10000 1.4581,R,0,1.4581
r 10000 1.4582,H,0,1.4582
r 10000 1.4582,M,1,1.4582
r 10000 1.4582,Q,0,1.4582
r 10000 1.4582,R,0,1.4582
r 10000 1.4583,H,1,1.4583
r 10000 1.4583,M,0,1.4583
r 10000 1.4583,Q,0,1.4583
r 10000 1.4583,R,0,1.4583
r 10000 1.4584,H,0,1.4584
r 10000 1.4584,M,1,1.4584
r 10000 1.4584,Q,0,1.4584
r 10000 1.4584,R,0,1.4584
r 10000 1.4585,H,1,1.4585
r 10000 1.4585,M,0,1.4585
r 10000 1.4585,Q,0,1.4585
r 10000 1.4585,R,0,1.4585
r 10000 1.4586,H,0,1.4586
r 10000 1.4586,M,1,1.4586
r 10000 1.4586,Q,0,1.4586
r 10000 1.4586,R,0,1.4586
r 10000 1.4587,H,1,1.4587
r 10000 1.4587,M,0,1.4587
r 10000 1.4587,Q,0,1.4587
r 10000 1.4587,R,0,1.4587
r 10000 1.4588,H,0,1.4588
r 10000 1.4588,M,1,1.4588
r 10000 1.4588,Q,0,1.4588
r 10000 1.4588,R,0,1.4588
r 10000 1.4589,H,1,1.4589
r 10000 1.4589,M,0,1.4589
r 10000 1.4589,Q,0,1.4589
r 10000 1.4589,R,0,1.4589
r 10000 1.4590,H,0,1.4590
r 10000 1.4590,M,1,1.4590
r 10000 1.4590,Q,0,1.4590
r 10000 1.4590,R,0,1.4590
r 10000 1.4591,H,1,1.4591
r 10000 1.4591,M,0,1.4591
r 10000 1.4591,Q,0,1.4591
r 10000 1.4591,R,0,1.4591
r 10000 1.4592,H,0,1.4592
r 10000 1.4592,M,1,1.4592
r 10000 1.4592,Q,0,1.4592
r 10000 1.4592,R,0,1.4592
r 10000 1.4593,H,1,1.4593
r 10000 1.4593,M,0,1.4593
r 10000 1.4593,Q,0,1.4593
r 10000 1.4593,R,0,1.4593
r 10000 1.4594,H,0,1.4594
r 10000 1.4594,M,1,1.4594
r 10000 1.4594,Q,0,1.4594
r 10000 1.4594,R,0,1.4594
r 10000 1.4595,H,1,1.4595
