Algorithm,swapRate,SortedRatio,ExecutionTime
H,0.000195,0.999612,48
M,0.000195,0.999612,25
Q,0.000195,0.999612,186
R,0.000195,0.999612,21
I,0.000196,0.999610,186
H,0.000196,0.999610,49
M,0.000196,0.999610,25
Q,0.000196,0.999610,187
R,0.000196,0.999610,20
I,0.000197,0.999608,210
H,0.000197,0.999608,48
M,0.000197,0.999608,25
Q,0.000197,0.999608,169
R,0.000197,0.999608,21
I,0.000198,0.999606,224
H,0.000198,0.999606,48
M,0.000198,0.999606,26
Q,0.000198,0.999606,175
R,0.000198,0.999606,21
I,0.000199,0.999604,220
H,0.000199,0.999604,49
M,0.000199,0.999604,25
Q,0.000199,0.999604,219
R,0.000199,0.999604,21
I,0.000200,0.999602,200
H,0.000200,0.999602,49
M,0.000200,0.999602,25
Q,0.000200,0.999602,252
R,0.000200,0.999602,22
I,0.000201,0.999600,234
H,0.000201,0.999600,48
M,0.000201,0.999600,26
Q,0.000201,0.999600,183
R,0.000201,0.999600,20
I,0.000202,0.999598,223
H,0.000202,0.999598,49
M,0.000202,0.999598,25
Q,0.000202,0.999598,219
R,0.000202,0.999598,21
I,0.000203,0.999596,234
H,0.000203,0.999596,48
M,0.000203,0.999596,26
Q,0.000203,0.999596,152
R,0.000203,0.999596,21
I,0.000204,0.999594,216
H,0.000204,0.999594,48
M,0.000204,0.999594,26
Q,0.000204,0.999594,177
R,0.000204,0.999594,20
I,0.000205,0.999592,221
H,0.000205,0.999592,49
M,0.000205,0.999592,27
Q,0.000205,0.999592,201
R,0.000205,0.999592,20
I,0.000206,0.999590,237
H,0.000206,0.999590,48
M,0.000206,0.999590,26
Q,0.000206,0.999590,148
R,0.000206,0.999590,22
I,0.000207,0.999588,241
H,0.000207,0.999588,48
M,0.000207,0.999588,28
Q,0.000207,0.999588,191
R,0.000207,0.999588,20
I,0.000208,0.999586,225
H,0.000208,0.999586,49
M,0.000208,0.999586,25
Q,0.000208,0.999586,169
R,0.000208,0.999586,20
I,0.000209,0.999585,244
H,0.000209,0.999585,47
M,0.000209,0.999585,25
Q,0.000209,0.999585,227
R,0.000209,0.999585,21
I,0.000210,0.999583,228
H,0.000210,0.999583,49
M,0.000210,0.999583,26
Q,0.000210,0.999583,239
R,0.000210,0.999583,20
I,0.000211,0.999580,249
H,0.000211,0.999580,49
M,0.000211,0.999580,27
Q,0.000211,0.999580,242
R,0.000211,0.999580,20
I,0.000212,0.999578,250
H,0.000212,0.999578,48
M,0.000212,0.999578,25
Q,0.000212,0.999578,353
R,0.000212,0.999578,22
I,0.000213,0.999576,250
H,0.000213,0.999576,48
M,0.000213,0.999576,26
Q,0.000213,0.999576,170
R,0.000213,0.999576,20
I,0.000214,0.999574,229
H,0.000214,0.999574,49
M,0.000214,0.999574,27
Q,0.000214,0.999574,186
R,0.000214,0.999574,21
I,0.000215,0.999572,230
H,0.000215,0.999572,48
M,0.000215,0.999572,25
Q,0.000215,0.999572,175
R,0.000215,0.999572,22
I,0.000216,0.999570,247
H,0.000216,0.999570,48
M,0.000216,0.999570,26
Q,0.000216,0.999570,165
R,0.000216,0.999570,21
I,0.000217,0.999568,223
H,0.000217,0.999568,49
M,0.000217,0.999568,25
Q,0.000217,0.999568,176
R,0.000217,0.999568,20
I,0.000218,0.999566,238
H,0.000218,0.999566,48
M,0.000218,0.999566,26
Q,0.000218,0.999566,155
R,0.000218,0.999566,21
I,0.000219,0.999564,233
H,0.000219,0.999564,48
M,0.000219,0.999564,25
Q,0.000219,0.999564,150
R,0.000219,0.999564,21
I,0.000220,0.999562,259
H,0.000220,0.999562,49
M,0.000220,0.999562,26
Q,0.000220,0.999562,148
R,0.000220,0.999562,20
I,0.000221,0.999560,218
H,0.000221,0.999560,47
M,0.000221,0.999560,25
Q,0.000221,0.999560,161
R,0.000221,0.999560,21
I,0.000222,0.999559,266
H,0.000222,0.999559,48
M,0.000222,0.999559,25
Q,0.000222,0.999559,168
R,0.000222,0.999559,20
I,0.000223,0.999556,231
H,0.000223,0.999556,49
M,0.000223,0.999556,26
Q,0.000223,0.999556,188
R,0.000223,0.999556,20
I,0.000224,0.999555,259
H,0.000224,0.999555,48
M,0.000224,0.999555,25
Q,0.000224,0.999555,165
R,0.000224,0.999555,21
I,0.000225,0.999552,287
H,0.000225,0.999552,48
M,0.000225,0.999552,25
Q,0.000225,0.999552,198
R,0.000225,0.999552,24
I,0.000226,0.999550,261
H,0.000226,0.999550,51
M,0.000226,0.999550,27
Q,0.000226,0.999550,212
R,0.000226,0.999550,28
I,0.000227,0.999549,273
H,0.000227,0.999549,52
M,0.000227,0.999549,26
Q,0.000227,0.999549,213
R,0.000227,0.999549,22
I,0.000228,0.999546,293
H,0.000228,0.999546,50
M,0.000228,0.999546,28
Q,0.000228,0.999546,220
R,0.000228,0.999546,24
I,0.000229,0.999544,276
H,0.000229,0.999544,57
M,0.000229,0.999544,27
Q,0.000229,0.999544,186
R,0.000229,0.999544,22
I,0.000230,0.999542,246
H,0.000230,0.999542,57
M,0.000230,0.999542,30
Q,0.000230,0.999542,201
R,0.000230,0.999542,33
I,0.000231,0.999540,261
H,0.000231,0.999540,48
M,0.000231,0.999540,25
Q,0.000231,0.999540,401
R,0.000231,0.999540,20
I,0.000232,0.999538,255
H,0.000232,0.999538,48
M,0.000232,0.999538,25
Q,0.000232,0.999538,184
R,0.000232,0.999538,21
I,0.000233,0.999536,258
H,0.000233,0.999536,48
M,0.000233,0.999536,25
Q,0.000233,0.999536,150
R,0.000233,0.999536,21
I,0.000234,0.999535,260
H,0.000234,0.999535,48
M,0.000234,0.999535,26
Q,0.000234,0.999535,161
R,0.000234,0.999535,20
I,0.000235,0.999533,271
H,0.000235,0.999533,49
M,0.000235,0.999533,26
Q,0.000235,0.999533,161
R,0.000235,0.999533,20
I,0.000236,0.999530,247
H,0.000236,0.999530,48
M,0.000236,0.999530,25
Q,0.000236,0.999530,171
R,0.000236,0.999530,21
I,0.000237,0.999528,246
H,0.000237,0.999528,50
M,0.000237,0.999528,25
Q,0.000237,0.999528,168
R,0.000237,0.999528,20
I,0.000238,0.999526,275
H,0.000238,0.999526,49
M,0.000238,0.999526,25
Q,0.000238,0.999526,220
R,0.000238,0.999526,20
I,0.000239,0.999524,268
H,0.000239,0.999524,48
M,0.000239,0.999524,25
Q,0.000239,0.999524,161
R,0.000239,0.999524,21
I,0.000240,0.999523,265
H,0.000240,0.999523,48
M,0.000240,0.999523,26
Q,0.000240,0.999523,192
R,0.000240,0.999523,20
I,0.000241,0.999521,276
H,0.000241,0.999521,49
M,0.000241,0.999521,26
Q,0.000241,0.999521,143
R,0.000241,0.999521,21
I,0.000242,0.999518,263
H,0.000242,0.999518,49
M,0.000242,0.999518,25
Q,0.000242,0.999518,180
R,0.000242,0.999518,21
I,0.000243,0.999516,266
H,0.000243,0.999516,50
M,0.000243,0.999516,26
Q,0.000243,0.999516,305
R,0.000243,0.999516,20
I,0.000244,0.999515,243
H,0.000244,0.999515,54
M,0.000244,0.999515,25
Q,0.000244,0.999515,172
R,0.000244,0.999515,20
I,0.000245,0.999512,277
H,0.000245,0.999512,47
M,0.000245,0.999512,25
Q,0.000245,0.999512,196
R,0.000245,0.999512,21
I,0.000246,0.999510,270
H,0.000246,0.999510,48
M,0.000246,0.999510,26
Q,0.000246,0.999510,159
R,0.000246,0.999510,20
I,0.000247,0.999508,255
H,0.000247,0.999508,49
M,0.000247,0.999508,26
Q,0.000247,0.999508,160
R,0.000247,0.999508,21
I,0.000248,0.999506,286
H,0.000248,0.999506,48
M,0.000248,0.999506,25
Q,0.000248,0.999506,156
R,0.000248,0.999506,22
I,0.000249,0.999504,276
H,0.000249,0.999504,48
M,0.000249,0.999504,26
Q,0.000249,0.999504,158
R,0.000249,0.999504,20
I,0.000250,0.999503,271
H,0.000250,0.999503,49
M,0.000250,0.999503,25
Q,0.000250,0.999503,167
R,0.000250,0.999503,20
I,0.000251,0.999500,259
H,0.000251,0.999500,48
M,0.000251,0.999500,26
Q,0.000251,0.999500,149
R,0.000251,0.999500,22
I,0.000252,0.999499,265
H,0.000252,0.999499,48
M,0.000252,0.999499,25
Q,0.000252,0.999499,155
R,0.000252,0.999499,21
I,0.000253,0.999496,265
H,0.000253,0.999496,50
M,0.000253,0.999496,26
Q,0.000253,0.999496,150
R,0.000253,0.999496,20
I,0.000254,0.999494,284
H,0.000254,0.999494,48
M,0.000254,0.999494,25
Q,0.000254,0.999494,193
R,0.000254,0.999494,21
I,0.000255,0.999493,280
H,0.000255,0.999493,48
M,0.000255,0.999493,26
Q,0.000255,0.999493,155
R,0.000255,0.999493,21
I,0.000256,0.999492,300
H,0.000256,0.999492,50
M,0.000256,0.999492,26
Q,0.000256,0.999492,163
R,0.000256,0.999492,21
I,0.000257,0.999488,282
H,0.000257,0.999488,48
M,0.000257,0.999488,25
Q,0.000257,0.999488,185
R,0.000257,0.999488,21
I,0.000258,0.999486,280
H,0.000258,0.999486,48
M,0.000258,0.999486,26
Q,0.000258,0.999486,198
R,0.000258,0.999486,20
I,0.000259,0.999485,265
H,0.000259,0.999485,49
M,0.000259,0.999485,26
Q,0.000259,0.999485,141
R,0.000259,0.999485,20
I,0.000260,0.999482,299
H,0.000260,0.999482,48
M,0.000260,0.999482,26
Q,0.000260,0.999482,156
R,0.000260,0.999482,21
I,0.000261,0.999480,310
H,0.000261,0.999480,49
M,0.000261,0.999480,26
Q,0.000261,0.999480,154
R,0.000261,0.999480,21
I,0.000262,0.999478,302
H,0.000262,0.999478,48
M,0.000262,0.999478,25
Q,0.000262,0.999478,141
R,0.000262,0.999478,21
I,0.000263,0.999476,295
H,0.000263,0.999476,48
M,0.000263,0.999476,25
Q,0.000263,0.999476,145
R,0.000263,0.999476,21
I,0.000264,0.999474,297
H,0.000264,0.999474,48
M,0.000264,0.999474,26
Q,0.000264,0.999474,135
R,0.000264,0.999474,21
I,0.000265,0.999472,275
H,0.000265,0.999472,48
M,0.000265,0.999472,25
Q,0.000265,0.999472,159
R,0.000265,0.999472,21
I,0.000266,0.999470,291
H,0.000266,0.999470,48
M,0.000266,0.999470,26
Q,0.000266,0.999470,148
R,0.000266,0.999470,21
I,0.000267,0.999466,279
H,0.000267,0.999466,48
M,0.000267,0.999466,26
Q,0.000267,0.999466,144
R,0.000267,0.999466,20
I,0.000268,0.999464,290
H,0.000268,0.999464,49
M,0.000268,0.999464,26
Q,0.000268,0.999464,148
R,0.000268,0.999464,20
I,0.000269,0.999462,300
H,0.000269,0.999462,48
M,0.000269,0.999462,26
Q,0.000269,0.999462,158
R,0.000269,0.999462,21
I,0.000270,0.999460,303
H,0.000270,0.999460,52
M,0.000270,0.999460,25
Q,0.000270,0.999460,161
R,0.000270,0.999460,20
I,0.000271,0.999459,293
H,0.000271,0.999459,48
M,0.000271,0.999459,25
Q,0.000271,0.999459,149
R,0.000271,0.999459,22
I,0.000272,0.999457,294
H,0.000272,0.999457,48
M,0.000272,0.999457,26
Q,0.000272,0.999457,446
R,0.000272,0.999457,21
I,0.000273,0.999455,285
H,0.000273,0.999455,48
M,0.000273,0.999455,26
Q,0.000273,0.999455,147
R,0.000273,0.999455,21
I,0.000274,0.999452,308
H,0.000274,0.999452,50
M,0.000274,0.999452,26
Q,0.000274,0.999452,239
R,0.000274,0.999452,20
I,0.000275,0.999452,292
H,0.000275,0.999452,48
M,0.000275,0.999452,25
Q,0.000275,0.999452,142
R,0.000275,0.999452,21
I,0.000276,0.999448,310
H,0.000276,0.999448,51
M,0.000276,0.999448,27
Q,0.000276,0.999448,156
R,0.000276,0.999448,23
I,0.000277,0.999447,353
H,0.000277,0.999447,58
M,0.000277,0.999447,29
Q,0.000277,0.999447,175
R,0.000277,0.999447,21
I,0.000278,0.999445,299
H,0.000278,0.999445,49
M,0.000278,0.999445,26
Q,0.000278,0.999445,166
R,0.000278,0.999445,22
I,0.000279,0.999442,314
H,0.000279,0.999442,49
M,0.000279,0.999442,26
Q,0.000279,0.999442,160
R,0.000279,0.999442,20
I,0.000280,0.999441,330
H,0.000280,0.999441,49
M,0.000280,0.999441,25
Q,0.000280,0.999441,167
R,0.000280,0.999441,20
I,0.000281,0.999439,305
H,0.000281,0.999439,48
M,0.000281,0.999439,25
Q,0.000281,0.999439,173
R,0.000281,0.999439,21
I,0.000282,0.999436,340
H,0.000282,0.999436,48
M,0.000282,0.999436,26
Q,0.000282,0.999436,159
R,0.000282,0.999436,20
I,0.000283,0.999434,300
H,0.000283,0.999434,49
M,0.000283,0.999434,26
Q,0.000283,0.999434,168
R,0.000283,0.999434,20
I,0.000284,0.999432,303
H,0.000284,0.999432,48
M,0.000284,0.999432,25
Q,0.000284,0.999432,137
R,0.000284,0.999432,22
I,0.000285,0.999430,302
H,0.000285,0.999430,48
M,0.000285,0.999430,26
Q,0.000285,0.999430,151
R,0.000285,0.999430,21
I,0.000286,0.999428,316
H,0.000286,0.999428,49
M,0.000286,0.999428,26
Q,0.000286,0.999428,189
R,0.000286,0.999428,21
I,0.000287,0.999426,316
H,0.000287,0.999426,48
M,0.000287,0.999426,26
Q,0.000287,0.999426,146
R,0.000287,0.999426,21
I,0.000288,0.999424,304
H,0.000288,0.999424,49
M,0.000288,0.999424,26
Q,0.000288,0.999424,133
R,0.000288,0.999424,22
I,0.000289,0.999423,305
H,0.000289,0.999423,49
M,0.000289,0.999423,26
Q,0.000289,0.999423,154
R,0.000289,0.999423,21
I,0.000290,0.999420,321
H,0.000290,0.999420,48
M,0.000290,0.999420,26
Q,0.000290,0.999420,147
R,0.000290,0.999420,21
I,0.000291,0.999418,309
H,0.000291,0.999418,48
M,0.000291,0.999418,26
Q,0.000291,0.999418,166
R,0.000291,0.999418,21
I,0.000292,0.999416,323
H,0.000292,0.999416,48
M,0.000292,0.999416,25
Q,0.000292,0.999416,139
R,0.000292,0.999416,21
I,0.000293,0.999414,327
H,0.000293,0.999414,48
M,0.000293,0.999414,26
Q,0.000293,0.999414,178
R,0.000293,0.999414,21
I,0.000294,0.999412,324
H,0.000294,0.999412,49
M,0.000294,0.999412,26
Q,0.000294,0.999412,161
R,0.000294,0.999412,20
I,0.000295,0.999410,335
H,0.000295,0.999410,48
M,0.000295,0.999410,26
Q,0.000295,0.999410,132
R,0.000295,0.999410,22
I,0.000296,0.999409,324
H,0.000296,0.999409,48
M,0.000296,0.999409,26
Q,0.000296,0.999409,139
R,0.000296,0.999409,22
I,0.000297,0.999406,323
H,0.000297,0.999406,48
M,0.000297,0.999406,26
Q,0.000297,0.999406,154
R,0.000297,0.999406,20
I,0.000298,0.999404,335
H,0.000298,0.999404,49
M,0.000298,0.999404,26
Q,0.000298,0.999404,148
R,0.000298,0.999404,21
I,0.000299,0.999403,343
H,0.000299,0.999403,48
M,0.000299,0.999403,26
Q,0.000299,0.999403,167
R,0.000299,0.999403,21
I,0.000300,0.999402,332
H,0.000300,0.999402,48
M,0.000300,0.999402,25
Q,0.000300,0.999402,198
R,0.000300,0.999402,21
I,0.000301,0.999398,345
H,0.000301,0.999398,49
M,0.000301,0.999398,25
Q,0.000301,0.999398,148
R,0.000301,0.999398,20
I,0.000302,0.999397,335
H,0.000302,0.999397,48
M,0.000302,0.999397,26
Q,0.000302,0.999397,176
R,0.000302,0.999397,21
I,0.000303,0.999395,322
H,0.000303,0.999395,51
M,0.000303,0.999395,26
Q,0.000303,0.999395,176
R,0.000303,0.999395,20
I,0.000304,0.999393,348
H,0.000304,0.999393,48
M,0.000304,0.999393,26
Q,0.000304,0.999393,176
R,0.000304,0.999393,20
I,0.000305,0.999390,341
H,0.000305,0.999390,47
M,0.000305,0.999390,25
Q,0.000305,0.999390,144
R,0.000305,0.999390,22
I,0.000306,0.999389,335
H,0.000306,0.999389,48
M,0.000306,0.999389,26
Q,0.000306,0.999389,189
R,0.000306,0.999389,21
I,0.000307,0.999386,344
H,0.000307,0.999386,48
M,0.000307,0.999386,25
Q,0.000307,0.999386,172
R,0.000307,0.999386,20
I,0.000308,0.999384,364
H,0.000308,0.999384,47
M,0.000308,0.999384,25
Q,0.000308,0.999384,167
R,0.000308,0.999384,21
I,0.000309,0.999382,337
H,0.000309,0.999382,47
M,0.000309,0.999382,25
Q,0.000309,0.999382,150
R,0.000309,0.999382,20
I,0.000310,0.999380,345
H,0.000310,0.999380,49
M,0.000310,0.999380,26
Q,0.000310,0.999380,152
R,0.000310,0.999380,21
I,0.000311,0.999379,358
H,0.000311,0.999379,48
M,0.000311,0.999379,26
Q,0.000311,0.999379,164
R,0.000311,0.999379,21
I,0.000312,0.999378,319
H,0.000312,0.999378,48
M,0.000312,0.999378,26
Q,0.000312,0.999378,153
R,0.000312,0.999378,21
I,0.000313,0.999374,365
H,0.000313,0.999374,48
M,0.000313,0.999374,25
Q,0.000313,0.999374,159
R,0.000313,0.999374,20
I,0.000314,0.999373,338
H,0.000314,0.999373,48
M,0.000314,0.999373,26
Q,0.000314,0.999373,167
R,0.000314,0.999373,21
I,0.000315,0.999370,349
H,0.000315,0.999370,48
M,0.000315,0.999370,26
Q,0.000315,0.999370,142
R,0.000315,0.999370,21
I,0.000316,0.999368,359
H,0.000316,0.999368,48
M,0.000316,0.999368,26
Q,0.000316,0.999368,177
R,0.000316,0.999368,20
I,0.000317,0.999368,400
H,0.000317,0.999368,49
M,0.000317,0.999368,26
Q,0.000317,0.999368,136
R,0.000317,0.999368,21
I,0.000318,0.999364,347
H,0.000318,0.999364,48
M,0.000318,0.999364,26
Q,0.000318,0.999364,161
R,0.000318,0.999364,20
I,0.000319,0.999362,371
H,0.000319,0.999362,49
M,0.000319,0.999362,26
Q,0.000319,0.999362,140
R,0.000319,0.999362,21
I,0.000320,0.999361,356
H,0.000320,0.999361,48
M,0.000320,0.999361,26
Q,0.000320,0.999361,152
R,0.000320,0.999361,22
I,0.000321,0.999358,382
H,0.000321,0.999358,48
M,0.000321,0.999358,26
Q,0.000321,0.999358,146
R,0.000321,0.999358,20
I,0.000322,0.999356,349
H,0.000322,0.999356,49
M,0.000322,0.999356,26
Q,0.000322,0.999356,143
R,0.000322,0.999356,21
I,0.000323,0.999355,350
H,0.000323,0.999355,48
M,0.000323,0.999355,26
Q,0.000323,0.999355,142
R,0.000323,0.999355,23
I,0.000324,0.999352,372
H,0.000324,0.999352,49
M,0.000324,0.999352,25
Q,0.000324,0.999352,169
R,0.000324,0.999352,20
I,0.000325,0.999350,338
H,0.000325,0.999350,52
M,0.000325,0.999350,26
Q,0.000325,0.999350,155
R,0.000325,0.999350,20
I,0.000326,0.999348,365
H,0.000326,0.999348,47
M,0.000326,0.999348,26
Q,0.000326,0.999348,133
R,0.000326,0.999348,21
I,0.000327,0.999346,368
H,0.000327,0.999346,49
M,0.000327,0.999346,25
Q,0.000327,0.999346,145
R,0.000327,0.999346,20
I,0.000328,0.999344,351
H,0.000328,0.999344,48
M,0.000328,0.999344,25
Q,0.000328,0.999344,146
R,0.000328,0.999344,20
I,0.000329,0.999343,379
H,0.000329,0.999343,47
M,0.000329,0.999343,25
Q,0.000329,0.999343,138
R,0.000329,0.999343,21
I,0.000330,0.999340,359
H,0.000330,0.999340,48
M,0.000330,0.999340,26
Q,0.000330,0.999340,149
R,0.000330,0.999340,20
I,0.000331,0.999338,381
H,0.000331,0.999338,49
M,0.000331,0.999338,26
Q,0.000331,0.999338,159
R,0.000331,0.999338,20
I,0.000332,0.999337,353
H,0.000332,0.999337,54
M,0.000332,0.999337,26
Q,0.000332,0.999337,153
R,0.000332,0.999337,21
I,0.000333,0.999334,371
H,0.000333,0.999334,48
M,0.000333,0.999334,26
Q,0.000333,0.999334,152
R,0.000333,0.999334,20
I,0.000334,0.999332,405
H,0.000334,0.999332,49
M,0.000334,0.999332,26
Q,0.000334,0.999332,161
R,0.000334,0.999332,20
I,0.000335,0.999330,380
H,0.000335,0.999330,48
M,0.000335,0.999330,26
Q,0.000335,0.999330,130
R,0.000335,0.999330,22
I,0.000336,0.999328,390
H,0.000336,0.999328,49
M,0.000336,0.999328,25
Q,0.000336,0.999328,158
R,0.000336,0.999328,20
I,0.000337,0.999326,364
H,0.000337,0.999326,49
M,0.000337,0.999326,26
Q,0.000337,0.999326,256
R,0.000337,0.999326,21
I,0.000338,0.999324,384
H,0.000338,0.999324,48
M,0.000338,0.999324,26
Q,0.000338,0.999324,150
R,0.000338,0.999324,21
I,0.000339,0.999323,364
H,0.000339,0.999323,48
M,0.000339,0.999323,26
Q,0.000339,0.999323,152
R,0.000339,0.999323,21
I,0.000340,0.999320,381
H,0.000340,0.999320,49
M,0.000340,0.999320,26
Q,0.000340,0.999320,138
R,0.000340,0.999320,21
I,0.000341,0.999320,381
H,0.000341,0.999320,47
M,0.000341,0.999320,25
Q,0.000341,0.999320,167
R,0.000341,0.999320,21
I,0.000342,0.999316,397
H,0.000342,0.999316,48
M,0.000342,0.999316,25
Q,0.000342,0.999316,140
R,0.000342,0.999316,21
I,0.000343,0.999314,402
H,0.000343,0.999314,48
M,0.000343,0.999314,26
Q,0.000343,0.999314,144
R,0.000343,0.999314,21
I,0.000344,0.999313,381
H,0.000344,0.999313,48
M,0.000344,0.999313,26
Q,0.000344,0.999313,178
R,0.000344,0.999313,21
I,0.000345,0.999310,377
H,0.000345,0.999310,48
M,0.000345,0.999310,26
Q,0.000345,0.999310,141
R,0.000345,0.999310,20
I,0.000346,0.999308,372
H,0.000346,0.999308,48
M,0.000346,0.999308,25
Q,0.000346,0.999308,159
R,0.000346,0.999308,20
I,0.000347,0.999306,396
H,0.000347,0.999306,47
M,0.000347,0.999306,26
Q,0.000347,0.999306,170
R,0.000347,0.999306,21
I,0.000348,0.999304,402
H,0.000348,0.999304,48
M,0.000348,0.999304,25
Q,0.000348,0.999304,149
R,0.000348,0.999304,20
I,0.000349,0.999303,360
H,0.000349,0.999303,49
M,0.000349,0.999303,26
Q,0.000349,0.999303,129
R,0.000349,0.999303,22
I,0.000350,0.999301,400
H,0.000350,0.999301,48
M,0.000350,0.999301,26
Q,0.000350,0.999301,157
R,0.000350,0.999301,24
I,0.000351,0.999300,422
H,0.000351,0.999300,50
M,0.000351,0.999300,27
Q,0.000351,0.999300,149
R,0.000351,0.999300,21
I,0.000352,0.999296,381
H,0.000352,0.999296,49
M,0.000352,0.999296,26
Q,0.000352,0.999296,197
R,0.000352,0.999296,20
I,0.000353,0.999295,402
H,0.000353,0.999295,48
M,0.000353,0.999295,26
Q,0.000353,0.999295,175
R,0.000353,0.999295,21
I,0.000354,0.999292,379
H,0.000354,0.999292,49
M,0.000354,0.999292,26
Q,0.000354,0.999292,146
R,0.000354,0.999292,20
I,0.000355,0.999290,410
H,0.000355,0.999290,49
M,0.000355,0.999290,26
Q,0.000355,0.999290,139
R,0.000355,0.999290,20
I,0.000356,0.999290,422
H,0.000356,0.999290,47
M,0.000356,0.999290,25
Q,0.000356,0.999290,174
R,0.000356,0.999290,21
I,0.000357,0.999287,380
H,0.000357,0.999287,48
M,0.000357,0.999287,26
Q,0.000357,0.999287,187
R,0.000357,0.999287,20
I,0.000358,0.999284,396
H,0.000358,0.999284,48
M,0.000358,0.999284,25
Q,0.000358,0.999284,139
R,0.000358,0.999284,21
I,0.000359,0.999282,372
H,0.000359,0.999282,47
M,0.000359,0.999282,25
Q,0.000359,0.999282,128
R,0.000359,0.999282,21
I,0.000360,0.999282,398
H,0.000360,0.999282,48
M,0.000360,0.999282,25
Q,0.000360,0.999282,163
R,0.000360,0.999282,21
I,0.000361,0.999278,415
H,0.000361,0.999278,48
M,0.000361,0.999278,25
Q,0.000361,0.999278,137
R,0.000361,0.999278,21
I,0.000362,0.999276,405
H,0.000362,0.999276,49
M,0.000362,0.999276,26
Q,0.000362,0.999276,138
R,0.000362,0.999276,21
I,0.000363,0.999275,376
H,0.000363,0.999275,48
M,0.000363,0.999275,26
Q,0.000363,0.999275,127
R,0.000363,0.999275,21
I,0.000364,0.999272,410
H,0.000364,0.999272,49
M,0.000364,0.999272,26
Q,0.000364,0.999272,152
R,0.000364,0.999272,20
I,0.000365,0.999270,393
H,0.000365,0.999270,48
M,0.000365,0.999270,26
Q,0.000365,0.999270,126
R,0.000365,0.999270,21
I,0.000366,0.999269,409
H,0.000366,0.999269,47
M,0.000366,0.999269,25
Q,0.000366,0.999269,132
R,0.000366,0.999269,21
I,0.000367,0.999267,419
H,0.000367,0.999267,49
M,0.000367,0.999267,26
Q,0.000367,0.999267,139
R,0.000367,0.999267,21
I,0.000368,0.999264,361
H,0.000368,0.999264,48
M,0.000368,0.999264,26
Q,0.000368,0.999264,143
R,0.000368,0.999264,22
I,0.000369,0.999262,417
H,0.000369,0.999262,48
M,0.000369,0.999262,26
Q,0.000369,0.999262,141
R,0.000369,0.999262,21
I,0.000370,0.999261,410
H,0.000370,0.999261,49
M,0.000370,0.999261,26
Q,0.000370,0.999261,144
R,0.000370,0.999261,21
I,0.000371,0.999258,418
H,0.000371,0.999258,49
M,0.000371,0.999258,25
Q,0.000371,0.999258,166
R,0.000371,0.999258,22
I,0.000372,0.999257,442
H,0.000372,0.999257,49
M,0.000372,0.999257,26
Q,0.000372,0.999257,179
R,0.000372,0.999257,21
I,0.000373,0.999256,409
H,0.000373,0.999256,49
M,0.000373,0.999256,26
Q,0.000373,0.999256,161
R,0.000373,0.999256,21
I,0.000374,0.999254,420
H,0.000374,0.999254,48
M,0.000374,0.999254,26
Q,0.000374,0.999254,163
R,0.000374,0.999254,23
I,0.000375,0.999251,397
H,0.000375,0.999251,48
M,0.000375,0.999251,26
Q,0.000375,0.999251,147
R,0.000375,0.999251,21
I,0.000376,0.999249,414
H,0.000376,0.999249,49
M,0.000376,0.999249,26
Q,0.000376,0.999249,139
R,0.000376,0.999249,21
I,0.000377,0.999246,416
H,0.000377,0.999246,49
M,0.000377,0.999246,26
Q,0.000377,0.999246,131
R,0.000377,0.999246,22
I,0.000378,0.999245,432
H,0.000378,0.999245,49
M,0.000378,0.999245,26
Q,0.000378,0.999245,161
R,0.000378,0.999245,20
I,0.000379,0.999242,415
H,0.000379,0.999242,49
M,0.000379,0.999242,25
Q,0.000379,0.999242,565
R,0.000379,0.999242,23
I,0.000380,0.999241,449
H,0.000380,0.999241,49
M,0.000380,0.999241,26
Q,0.000380,0.999241,149
R,0.000380,0.999241,21
I,0.000381,0.999239,428
H,0.000381,0.999239,48
M,0.000381,0.999239,26
Q,0.000381,0.999239,144
R,0.000381,0.999239,21
I,0.000382,0.999236,437
H,0.000382,0.999236,48
M,0.000382,0.999236,25
Q,0.000382,0.999236,138
R,0.000382,0.999236,22
I,0.000383,0.999234,393
H,0.000383,0.999234,49
M,0.000383,0.999234,26
Q,0.000383,0.999234,153
R,0.000383,0.999234,21
I,0.000384,0.999233,411
H,0.000384,0.999233,48
M,0.000384,0.999233,26
Q,0.000384,0.999233,138
R,0.000384,0.999233,21
I,0.000385,0.999231,421
